Nome,Punteggio,Fantamedia anno 2022-2023,Fantamedia anno 2021-2022,Fantamedia anno 2020-2021,Presenze 2022-2023,Fanta Media 2022-2023,FM su tot gare 2022-2023,Presenze previste,Gol previsti,Assist previsti,Ruolo,Skills,Buon investimento,Resistenza infortuni,Consigliato prossima giornata,Nuovo acquisto,Infortunato,Squadra,Trend,Presenze campionato corrente
GILA MARIO,43,5.50,nd,nd,2,5.50,0.29,0/10,0/1,0/1,DIF,['Panchinaro'],20,60,False,False,False,Lazio,STABLE,2
BARRECA ANTONIO,43,nd,nd,5.75,0,0.00,0.00,11/20,0/2,0/2,DIF,['Panchinaro'],40,60,False,False,False,Cagliari,STABLE,0
ANTOV VALENTIN,43,5.25,nd,5.25,6,5.25,0.83,0/10,0/1,0/1,DIF,['Panchinaro'],20,60,False,False,False,Monza,STABLE,6
CARBONI FRANCO,43,6.25,nd,nd,2,6.25,0.33,0/10,0/2,0/2,DIF,"['Panchinaro', 'Giovane talento']",20,80,False,True,False,Monza,STABLE,2
GOLDANIGA EDOARDO,43,nd,5.50,5.78,0,0.00,0.00,11/20,0/3,0/1,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Cagliari,STABLE,0
CAPRADOSSI ELIO,34,nd,nd,6.50,0,0.00,0.00,0/10,0,0,DIF,['Panchinaro'],20,20,False,False,True,Cagliari,STABLE,0
MARTIN AARON,0,nd,nd,nd,0,0.00,0.00,21/30,3/5,3/5,DIF,"['Titolare', 'Goleador', 'Assistman']",60,60,False,True,False,Genoa,STABLE,0
VOGLIACCO ALESSANDRO,0,nd,nd,nd,0,0.00,0.00,11/20,0,0,DIF,"['Panchinaro', 'Falloso']",40,60,False,False,False,Genoa,STABLE,0
MATTURRO ALAN,0,nd,nd,nd,0,0.00,0.00,0/10,0/3,0/2,DIF,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Genoa,STABLE,0
BISSECK YANN AUREL,0,nd,nd,nd,0,0.00,0.00,21/30,0/3,0/2,DIF,['Titolare'],60,60,False,True,False,Inter,STABLE,0
ZIELINSKI PIOTR,96,6.72,6.86,7.30,37,6.72,6.54,30+,8/11,3/5,CEN,"['Titolare', 'Buona Media', 'Goleador']",80,60,True,False,False,Napoli,DOWN,37
BARELLA NICOLO',95,6.86,6.91,6.61,35,6.86,6.32,21/30,4/7,3/5,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media']",80,80,True,False,False,Inter,DOWN,35
ELMAS ELIJF,92,6.69,6.52,6.15,34,6.69,5.99,11/20,3/5,0/3,CEN,"['Outsider', 'Titolare']",40,60,False,False,False,Napoli,UP,34
ALBERTO LUIS,91,6.94,6.85,7.03,34,6.94,6.21,21/30,4/7,4/7,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",60,60,True,False,False,Lazio,UP,34
PELLEGRINI LORENZO,90,6.33,7.29,6.94,32,6.33,5.33,21/30,4/7,8/11,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Assistman', 'Rigorista', 'Piazzati']",60,60,False,False,False,Roma,DOWN,32
LOBOTKA STANISLAV,88,6.34,6.38,5.80,38,6.34,6.34,21/30,0/3,0/3,CEN,['Titolare'],40,60,True,False,False,Napoli,DOWN,38
KOOPMEINERS TEUN,88,7.14,6.66,nd,33,7.14,6.20,21/30,8/11,4/7,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Assistman', 'Rigorista', 'Piazzati', 'Falloso']",60,80,False,False,False,Atalanta,UP,33
PASALIC MARIO,85,6.41,7.66,7.00,32,6.41,5.40,11/20,4/7,3/5,CEN,"['Panchinaro', 'Buona Media', 'Goleador']",60,60,False,False,False,Atalanta,DOWN,32
CANDREVA ANTONIO,85,6.89,6.89,6.88,35,6.89,6.35,21/30,3/5,4/7,CEN,"['Titolare', 'Buona Media', 'Assistman']",40,60,True,False,False,Salernitana,UP,35
RABIOT ADRIEN,84,7.03,5.69,6.08,32,7.03,5.92,30+,3/5,3/5,CEN,['Titolare'],60,60,False,False,False,Juventus,UP,32
CHIESA FEDERICO,84,6.60,6.79,7.43,21,6.60,3.65,30+,8/11,4/7,CEN,"['Titolare', 'Buona Media', 'Goleador', 'Falloso']",60,60,True,False,False,Juventus,DOWN,21
ANGUISSA ANDRÈ ZAMBO,84,6.60,6.22,nd,36,6.60,6.25,30+,0/3,0/3,CEN,"['Outsider', 'Titolare', 'Buona Media']",60,60,False,False,False,Napoli,UP,36
WALACE SOUZA SILVA,83,5.89,5.88,5.84,37,5.89,5.74,21/30,0/2,0/2,CEN,['Titolare'],60,60,True,False,False,Udinese,UP,37
KOSTIC FILIP,80,6.60,nd,nd,36,6.60,6.25,21/30,4/7,4/7,CEN,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Falloso']",60,60,True,False,False,Juventus,STABLE,36
DOMINGUEZ NICOLAS,80,6.45,6.06,5.87,31,6.45,5.26,21/30,0/3,0/3,CEN,"['Titolare', 'Giovane talento']",60,60,True,False,False,Bologna,UP,31
DE ROON MARTEN,80,6.26,6.13,6.06,34,6.26,5.60,30+,0/3,3/5,CEN,"['Titolare', 'Buona Media']",60,80,True,False,False,Atalanta,UP,34
FRATTESI DAVIDE,80,6.79,6.36,nd,36,6.79,6.43,21/30,3/5,0/3,CEN,"['Titolare', 'Buona Media', 'Goleador']",40,60,False,True,False,Inter,UP,36
CRISTANTE BRYAN,79,5.89,5.97,5.77,36,5.89,5.58,21/30,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",40,60,False,False,False,Roma,DOWN,36
CASTROVILLI GAETANO,78,6.54,6.11,6.39,12,6.54,2.07,21/30,4/7,3/5,CEN,"['Panchinaro', 'Buona Media', 'Giovane talento']",60,60,True,False,False,Fiorentina,UP,12
LAZOVIC DARKO,78,6.82,6.47,6.58,30,6.82,5.38,21/30,3/5,3/5,CEN,"['Titolare', 'Buona Media', 'Assistman']",40,80,False,False,True,Verona,UP,30
BARAK ANTONIN,78,5.96,7.57,6.69,28,5.96,4.39,21/30,4/7,3/5,CEN,"['Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista']",60,40,False,False,False,Fiorentina,DOWN,28
LOCATELLI MANUEL,78,6.08,6.53,6.53,31,6.08,4.96,21/30,3/5,0/3,CEN,"['Titolare', 'Buona Media', 'Goleador']",60,60,True,False,False,Juventus,DOWN,31
BONAVENTURA GIACOMO,78,6.71,6.65,6.30,28,6.71,4.94,21/30,3/5,3/5,CEN,"['Titolare', 'Buona Media', 'Assistman']",60,40,True,False,False,Fiorentina,UP,28
BENNACER ISMAEL,77,6.46,6.50,5.69,28,6.46,4.76,21/30,0/3,3/5,CEN,"['Titolare', 'Buona Media']",60,60,False,False,True,Milan,DOWN,28
JANKTO JAKUB,77,nd,nd,6.47,0,0.00,0.00,21/30,3/5,4/7,CEN,"['Titolare', 'Buona Media', 'Assistman', 'Piazzati']",60,60,False,True,False,Cagliari,STABLE,0
KRUNIC RADE,77,5.82,6.14,6.13,22,5.82,3.37,11/20,0/2,0/2,CEN,"['Panchinaro', 'Buona Media']",20,60,True,False,False,Milan,DOWN,22
MANDRAGORA ROLANDO,75,6.25,6.06,6.17,28,6.25,4.61,11/20,0/3,0/3,CEN,"['Titolare', 'Buona Media', 'Piazzati']",60,40,True,False,False,Fiorentina,UP,28
HENRIQUE MATHEUS,74,6.27,5.80,nd,30,6.27,4.95,11/20,0/3,3/5,CEN,"['Panchinaro', 'Assistman', 'Giovane talento']",40,60,True,False,False,Sassuolo,UP,30
DOS SANTOS EDERSON,73,6.00,6.53,nd,34,6.00,5.37,21/30,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",40,80,False,False,False,Atalanta,DOWN,34
ILIC IVAN,72,6.34,6.08,6.11,25,6.34,4.17,21/30,0/3,0/3,CEN,['Titolare'],40,60,True,True,False,Torino,UP,25
MATIC NEMANJA,72,6.32,nd,nd,34,6.32,5.65,11/20,0/3,3/5,CEN,"['Panchinaro', 'Buona Media', 'Falloso']",60,60,True,False,False,Roma,STABLE,34
FERGUSON LEWIS,72,6.85,nd,nd,31,6.85,5.59,0/10,0/3,0/3,CEN,"['Outsider', 'Titolare', 'Falloso']",20,20,True,False,False,Bologna,STABLE,31
SCHOUTEN JERDY,72,5.92,6.13,5.88,31,5.92,4.83,21/30,3/5,0/3,CEN,"['Outsider', 'Titolare', 'Goleador', 'Piazzati']",60,40,False,False,False,Bologna,DOWN,31
LOPEZ MAXIME,71,5.75,6.14,5.95,30,5.75,4.54,21/30,0/3,0/3,CEN,"['Titolare', 'Assistman', 'Piazzati', 'Giovane talento']",60,60,True,False,False,Sassuolo,DOWN,30
AMRABAT SOFYAN,71,5.84,6.14,5.78,28,5.84,4.30,21/30,0/2,0/2,CEN,"['Titolare', 'Buona Media']",40,60,False,False,False,Fiorentina,DOWN,28
RICCI SAMUELE,71,6.30,5.97,nd,28,6.30,4.64,11/20,3/5,0/3,CEN,"['Titolare', 'Giovane talento']",40,60,False,False,False,Torino,UP,28
LINETTY KAROL,71,5.93,5.73,5.67,29,5.93,4.53,21/30,3/5,0/3,CEN,"['Titolare', 'Buona Media', 'Falloso']",40,60,False,False,False,Torino,UP,29
COULIBALY LASSANA,71,6.23,5.75,nd,35,6.23,5.74,30+,0/3,0/3,CEN,"['Titolare', 'Buona Media']",40,60,False,False,False,Salernitana,UP,35
DUNCAN ALFRED,70,5.95,6.16,5.80,21,5.95,3.29,11/20,0/3,0/3,CEN,"['Titolare', 'Piazzati']",40,40,False,False,False,Fiorentina,DOWN,21
ROVELLA NICOLO,70,6.16,6.13,5.88,25,6.16,4.05,21/30,0/1,0/2,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Giovane talento']",40,60,False,False,False,Monza,UP,25
VILHENA TONNY,70,6.19,nd,nd,32,6.19,5.21,21/30,3/5,3/5,CEN,['Titolare'],40,60,False,False,False,Salernitana,STABLE,32
MORO NIKOLA,70,6.30,nd,nd,25,6.30,4.14,11/20,0,0,CEN,['Titolare'],40,40,True,False,False,Bologna,STABLE,25
TAMEZE ADRIEN,70,5.77,6.64,5.92,37,5.77,5.62,21/30,0/3,0/2,CEN,"['Titolare', 'Falloso']",40,80,False,False,False,Verona,DOWN,37
FAGIOLI NICOLÒ,69,6.59,nd,nd,23,6.59,3.99,11/20,0/2,0/3,CEN,"['Panchinaro', 'Assistman', 'Giovane talento']",40,60,False,False,True,Juventus,STABLE,23
BLIN ALEXIS,69,5.91,nd,nd,34,5.91,5.29,0/10,0,0,CEN,['Panchinaro'],60,80,False,False,False,Lecce,STABLE,34
SAMARDZIC LAZAR,69,6.59,6.81,nd,32,6.59,5.55,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Assistman', 'Giovane talento']",40,60,False,False,False,Udinese,DOWN,32
MARIN RAZVAN,69,6.20,5.93,6.28,32,6.20,5.22,21/30,0/3,0/3,CEN,['Titolare'],40,60,False,False,True,Empoli,UP,32
POBEGA TOMMASO,68,6.25,6.53,6.85,14,6.25,2.30,21/30,3/5,0/3,CEN,"['Outsider', 'Panchinaro', 'Buona Media', 'Falloso', 'Giovane talento']",40,60,False,False,False,Milan,DOWN,14
VECINO MATIAS,68,6.05,6.25,7.38,30,6.05,4.78,21/30,3/5,0/3,CEN,"['Titolare', 'Buona Media']",40,60,False,False,False,Lazio,DOWN,30
HENDERSON LIAM,67,5.67,6.21,nd,23,5.67,3.43,11/20,0/2,0/2,CEN,['Panchinaro'],40,80,False,False,False,Empoli,DOWN,23
ILING JUNIOR SAMUEL,67,6.63,nd,nd,8,6.63,1.40,0/10,0/3,0/3,CEN,"['Panchinaro', 'Assistman', 'Giovane talento']",20,40,True,False,False,Juventus,STABLE,8
HJULMAND MORTEN,66,6.03,nd,nd,35,6.03,5.55,0/10,0,0,CEN,['Titolare'],40,60,False,False,True,Lecce,STABLE,35
BANDINELLI FILIPPO,66,5.91,5.89,nd,35,5.91,5.44,21/30,3/5,3/5,CEN,"['Titolare', 'Buona Media']",40,60,False,False,False,Empoli,UP,35
CATALDI DANILO,65,5.93,6.08,5.58,28,5.93,4.37,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media']",40,60,False,False,True,Lazio,DOWN,28
BOVE EDOARDO,65,6.15,8.00,nd,17,6.15,2.75,0/10,0/2,0/2,CEN,"['Panchinaro', 'Giovane talento']",20,60,True,False,False,Roma,DOWN,17
AEBISCHER MICHEL,65,5.90,5.81,nd,26,5.90,4.04,11/20,0/3,0/3,CEN,"['Panchinaro', 'Buona Media', 'Falloso']",60,40,False,False,False,Bologna,UP,26
GONZALEZ JOAN,64,6.86,nd,nd,22,6.86,3.97,11/20,0/2,0/2,CEN,"['Titolare', 'Giovane talento']",40,60,True,False,False,Lecce,STABLE,22
COLPANI ANDREA,64,6.63,nd,nd,24,6.63,4.19,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Giovane talento']",40,60,True,False,False,Monza,STABLE,24
GAGLIARDINI ROBERTO,64,5.46,6.63,6.50,13,5.46,1.87,11/20,0/2,0/3,CEN,"['Panchinaro', 'Buona Media', 'Falloso']",40,60,False,True,False,Monza,DOWN,13
LOFTUS-CHEEK RUBEN,64,nd,nd,nd,0,0.00,0.00,0/10,0/3,3/5,CEN,"['Titolare', 'Buona Media']",60,60,False,True,False,Milan,STABLE,0
BASIC TOMA,64,6.18,5.88,nd,14,6.18,2.28,21/30,3/5,0/3,CEN,"['Outsider', 'Panchinaro', 'Buona Media', 'Falloso']",40,80,False,False,False,Lazio,UP,14
GALDAMES PABLO,64,6.13,5.58,nd,12,6.13,1.94,11/20,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",40,80,False,True,False,Genoa,UP,12
PAREDES LEANDRO,64,5.78,nd,nd,20,5.78,3.04,21/30,0/3,0/3,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Assistman']",20,20,False,False,False,Juventus,STABLE,20
MIRETTI FABIO,63,6.02,nd,nd,25,6.02,3.96,11/20,0/2,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Juventus,STABLE,25
KONRADSEN CEIDE EMIL,63,5.96,5.50,nd,14,5.96,2.20,11/20,0/3,0/3,CEN,"['Panchinaro', 'Assistman', 'Giovane talento']",40,60,False,False,False,Sassuolo,UP,14
AKPA AKPRO JEAN DANIEL,62,6.00,5.25,5.82,24,6.00,3.79,11/20,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",40,60,False,False,False,Empoli,UP,24
BALDANZI TOMMASO,62,6.58,nd,nd,26,6.58,4.50,21/30,3/5,4/7,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Giovane talento']",60,60,False,False,False,Empoli,STABLE,26
ZARRAGA OIER,62,nd,nd,nd,0,0.00,0.00,21/30,0/2,0/3,CEN,"['Titolare', 'Buona Media']",60,60,False,True,False,Udinese,STABLE,0
GRASSI ALBERTO,61,5.85,5.88,5.55,20,5.85,3.08,11/20,0/3,0/3,CEN,['Titolare'],40,40,False,False,False,Empoli,DOWN,20
THORSTVEDT KRISTIAN,61,6.20,nd,nd,25,6.20,4.08,0/10,0/3,0/2,CEN,"['Outsider', 'Titolare']",60,60,False,False,False,Sassuolo,STABLE,25
WIJNALDUM GEORGINIO,61,6.68,nd,nd,11,6.68,1.93,21/30,3/5,3/5,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Falloso']",60,60,False,False,False,Roma,STABLE,11
NANDEZ NAHITAN,61,nd,6.03,6.23,0,0.00,0.00,30+,0/3,3/5,CEN,"['Outsider', 'Titolare', 'Buona Media', 'Falloso']",60,40,False,False,False,Cagliari,STABLE,0
HARROUI ABDOU,61,6.24,5.70,nd,17,6.24,2.79,21/30,0/3,0/3,CEN,['Titolare'],40,60,False,True,False,Frosinone,UP,17
MACHIN JOSE',61,5.90,nd,nd,21,5.90,3.26,11/20,0/2,0/2,CEN,"['Panchinaro', 'Falloso']",40,60,False,False,False,Monza,STABLE,21
CAMARA MADY,60,nd,nd,nd,0,0.00,0.00,11/20,0/2,0/2,CEN,"['Titolare', 'Falloso']",40,60,False,False,False,Roma,STABLE,0
ASLLANI KRISTJAN,59,5.85,6.17,nd,13,5.85,2.00,11/20,0/3,0/3,CEN,"['Outsider', 'Panchinaro', 'Assistman', 'Giovane talento']",40,60,False,False,False,Inter,DOWN,13
ANTONIO MARCOS,59,6.25,nd,nd,12,6.25,1.97,11/20,0/3,0/3,CEN,['Panchinaro'],60,40,False,False,False,Lazio,STABLE,12
POGBA PAUL,59,6.00,nd,nd,5,6.00,0.79,30+,4/7,4/7,CEN,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",80,60,False,False,True,Juventus,STABLE,5
MALEH YOUSSEF,59,5.76,6.30,nd,21,5.76,3.18,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media', 'Assistman', 'Falloso', 'Giovane talento']",40,60,False,True,False,Lecce,DOWN,21
MAGGIORE GIULIO,59,5.73,6.24,6.36,15,5.73,2.26,21/30,0/3,0/3,CEN,"['Titolare', 'Piazzati']",60,60,False,False,False,Salernitana,DOWN,15
HELGASON THORIR J.,58,5.79,nd,nd,7,5.79,1.07,0/10,0,0,CEN,"['Titolare', 'Piazzati', 'Giovane talento']",60,40,False,False,False,Lecce,STABLE,7
JAGIELLO FILIP,58,nd,nd,nd,0,0.00,0.00,21/30,3/5,0/2,CEN,['Titolare'],40,80,False,False,False,Genoa,STABLE,0
BADELJ MILAN,58,nd,5.83,6.29,0,0.00,0.00,21/30,0/3,0/3,CEN,"['Titolare', 'Falloso']",40,40,False,False,False,Genoa,STABLE,0
HAAS NICOLAS,57,5.96,5.91,nd,24,5.96,3.76,21/30,0/2,0/2,CEN,['Titolare'],40,60,False,False,False,Empoli,UP,24
NDOMBELE TANGUY,57,5.97,nd,nd,18,5.97,2.83,11/20,0/3,0/2,CEN,"['Outsider', 'Panchinaro']",40,60,False,False,False,Napoli,STABLE,18
TERRACCIANO FILIPPO,57,6.12,nd,nd,13,6.12,2.09,11/20,0/2,0/2,CEN,['Panchinaro'],40,60,False,False,False,Verona,STABLE,13
BOHINEN EMIL,57,5.82,5.80,nd,19,5.82,2.91,11/20,0/2,0/2,CEN,['Panchinaro'],40,80,False,False,False,Salernitana,UP,19
DEIOLA ALESSANDRO,56,nd,6.25,5.58,0,0.00,0.00,21/30,0/3,0/3,CEN,['Titolare'],40,40,False,False,False,Cagliari,STABLE,0
SENSI STEFANO,56,6.26,6.11,5.91,27,6.26,4.45,11/20,3/5,0/3,CEN,"['Titolare', 'Buona Media', 'Goleador', 'Piazzati']",60,20,False,False,False,Monza,UP,27
FAZZINI JACOPO,56,5.80,nd,nd,15,5.80,2.29,0/10,0/1,0/1,CEN,"['Panchinaro', 'Giovane talento']",20,80,False,False,False,Empoli,STABLE,15
DEMME DIEGO,55,5.75,6.00,6.53,2,5.75,0.30,11/20,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",60,40,False,False,False,Napoli,DOWN,2
BAKAYOKO TIEMOUÈ,55,5.50,5.64,6.08,1,5.50,0.14,11/20,0/3,0/3,CEN,['Panchinaro'],40,60,False,False,False,Milan,DOWN,1
MAZZITELLI LUCA,55,nd,nd,nd,0,0.00,0.00,21/30,0/3,3/5,CEN,"['Titolare', 'Assistman', 'Falloso']",60,40,False,False,False,Frosinone,STABLE,0
OBIANG PEDRO,54,5.81,nd,5.77,13,5.81,1.99,21/30,0/3,0/3,CEN,"['Titolare', 'Falloso']",60,60,False,False,False,Sassuolo,STABLE,13
VIEIRA RONALDO,54,5.53,5.64,5.50,15,5.53,2.18,11/20,0/2,0/2,CEN,"['Panchinaro', 'Falloso']",40,40,False,True,False,Torino,DOWN,15
MAKOUMBOU ANTOINE,54,nd,nd,nd,0,0.00,0.00,30+,0/3,0/3,CEN,"['Titolare', 'Falloso']",40,60,False,False,False,Cagliari,STABLE,0
MELEGONI FILIPPO,53,nd,6.02,6.06,0,0.00,0.00,0/10,0/2,0/2,CEN,['Panchinaro'],20,60,False,False,False,Genoa,STABLE,0
FRENDRUP MORTEN,52,nd,5.75,nd,0,0.00,0.00,30+,0/3,0/2,CEN,"['Titolare', 'Buona Media', 'Giovane talento']",60,60,False,False,False,Genoa,STABLE,0
BOLOCA DANIEL,50,nd,nd,nd,0,0.00,0.00,30+,0/3,0/3,CEN,"['Titolare', 'Falloso']",40,60,False,False,False,Sassuolo,STABLE,0
LELLA NUNZIO,49,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/2,CEN,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Cagliari,STABLE,0
PORTANOVA MANOLO,48,nd,5.98,5.60,0,0.00,0.00,0/10,0/2,0/2,CEN,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Genoa,STABLE,0
VALOTI MATTIA,48,5.71,nd,nd,7,5.71,1.05,11/20,3/5,0/3,CEN,['Panchinaro'],40,60,False,False,False,Monza,STABLE,7
SAMEK DANIEL,48,nd,nd,nd,0,0.00,0.00,0/10,0,0,CEN,['Panchinaro'],40,40,False,False,False,Lecce,STABLE,0
STROOTMAN KEVIN,48,nd,5.50,6.14,0,0.00,0.00,21/30,0/3,0/3,CEN,"['Titolare', 'Falloso']",60,40,False,False,False,Genoa,STABLE,0
CRNIGOJ DOMEN,48,5.75,6.27,nd,6,5.75,0.91,11/20,3/5,0/2,CEN,"['Panchinaro', 'Falloso']",40,60,False,True,False,Salernitana,DOWN,6
LULIC KARLO,48,nd,nd,nd,0,0.00,0.00,0/10,0/2,0/3,CEN,['Panchinaro'],40,40,False,False,True,Frosinone,STABLE,0
RANOCCHIA FILIPPO,47,6.42,nd,nd,12,6.42,2.03,11/20,0/3,0/3,CEN,"['Titolare', 'Piazzati', 'Falloso', 'Giovane talento']",40,60,False,True,False,Empoli,STABLE,12
HRUSTIC AJDIN,47,5.40,nd,nd,5,5.40,0.71,21/30,0/2,0/2,CEN,['Titolare'],60,60,False,False,True,Verona,STABLE,5
VRANKX ASTER,47,5.80,nd,nd,5,5.80,0.76,11/20,0/3,0/3,CEN,"['Panchinaro', 'Goleador', 'Piazzati', 'Giovane talento']",40,60,False,False,False,Milan,STABLE,5
D'ALESSANDRO MARCO,47,6.08,nd,nd,6,6.08,0.96,11/20,0/2,3/5,CEN,"['Panchinaro', 'Assistman']",40,60,False,False,False,Monza,STABLE,6
SULEMANA IBRAHIM,47,5.77,nd,nd,13,5.77,1.97,11/20,0/2,0/2,CEN,"['Panchinaro', 'Giovane talento']",40,80,False,True,False,Cagliari,STABLE,13
KOURFALIDIS CHRISTOS,47,nd,nd,nd,0,0.00,0.00,11/20,0/2,0/3,CEN,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Cagliari,STABLE,0
GELLI FRANCESCO,46,nd,nd,nd,0,0.00,0.00,11/20,0/2,0/3,CEN,"['Panchinaro', 'Falloso']",20,60,False,False,False,Frosinone,STABLE,0
VIOLA NICHOLAS,45,nd,5.67,7.15,0,0.00,0.00,11/20,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",60,40,False,False,False,Cagliari,STABLE,0
VOLPATO CRISTIAN,45,6.67,nd,nd,6,6.67,1.05,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,True,False,Sassuolo,STABLE,6
NICOLUSSI CAVIGLIA HANS,44,5.91,nd,nd,11,5.91,1.71,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,True,False,Salernitana,STABLE,11
TOURE' ABDOULAYE,43,nd,5.43,nd,0,0.00,0.00,0/10,0/2,0/2,CEN,['Panchinaro'],40,40,False,False,False,Genoa,STABLE,0
ROG MARKO,40,nd,5.94,5.89,0,0.00,0.00,21/30,0/3,0/2,CEN,"['Panchinaro', 'Falloso']",40,20,False,False,False,Cagliari,STABLE,0
CASSATA FRANCESCO,35,nd,nd,5.70,0,0.00,0.00,11/20,0/2,0/3,CEN,"['Panchinaro', 'Falloso']",40,40,False,False,False,Genoa,STABLE,0
ILSANKER STEFAN,0,nd,nd,nd,0,0.00,0.00,11/20,0/1,0/2,CEN,['Panchinaro'],20,40,False,False,False,Genoa,STABLE,0
ZACCAGNI MATTIA,92,7.44,6.72,6.79,35,7.44,6.85,21/30,8/11,4/7,TRQ,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",80,80,False,False,False,Lazio,UP,35
ORSOLINI RICCARDO,90,7.09,6.84,6.74,32,7.09,5.97,21/30,4/7,4/7,TRQ,"['Titolare', 'Goleador', 'Rigorista', 'Piazzati']",60,40,False,False,False,Bologna,UP,32
DIAZ BRAHIM,88,6.83,6.52,6.76,33,6.83,5.93,21/30,3/5,3/5,TRQ,"['Titolare', 'Giovane talento']",40,60,False,False,False,Milan,UP,33
KVARATSKHELIA KVICHA,86,7.96,nd,nd,34,7.96,7.12,11/20,0,3/5,TRQ,"['Outsider', 'Titolare', 'Rigorista', 'Giovane talento']",60,80,True,False,False,Napoli,STABLE,34
ANDERSON FELIPE,84,7.00,6.84,nd,38,7.00,7.00,21/30,4/7,4/7,TRQ,"['Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Piazzati']",60,60,False,False,False,Lazio,UP,38
CALHANOGLU HAKAN,82,6.74,7.14,6.85,33,6.74,5.85,21/30,4/7,4/7,TRQ,"['Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Piazzati']",60,80,False,False,False,Inter,DOWN,33
LOVRIC SANDI,75,6.71,nd,nd,36,6.71,6.36,11/20,0/3,0/3,TRQ,['Titolare'],40,60,False,False,False,Udinese,STABLE,36
VLASIC NIKOLA,75,6.82,nd,nd,34,6.82,6.10,11/20,3/5,3/5,TRQ,"['Outsider', 'Titolare']",60,60,True,False,False,Torino,STABLE,34
SAELEMAEKERS ALEXIS,75,6.17,6.15,6.14,29,6.17,4.71,21/30,3/5,0/3,TRQ,"['Panchinaro', 'Giovane talento']",40,80,True,False,False,Milan,UP,29
PESSINA MATTEO,74,6.57,6.06,6.46,35,6.57,6.05,21/30,3/5,3/5,TRQ,"['Titolare', 'Buona Media', 'Assistman', 'Piazzati']",60,60,False,False,False,Monza,UP,35
MESSIAS JUNIOR,74,6.62,6.65,6.99,25,6.62,4.36,21/30,3/5,0/3,TRQ,['Panchinaro'],40,60,True,False,False,Milan,DOWN,25
IKONÈ JONATHAN,74,6.43,6.10,nd,30,6.43,5.08,11/20,3/5,4/7,TRQ,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Giovane talento']",40,60,True,False,False,Fiorentina,UP,30
MIRANCHUK ALEKSEY,73,6.84,6.44,7.03,28,6.84,5.04,21/30,4/7,3/5,TRQ,"['Outsider', 'Titolare', 'Goleador']",40,60,False,False,True,Torino,UP,28
CIURRIA PATRICK,72,6.81,nd,nd,35,6.81,6.27,21/30,0/3,4/7,TRQ,"['Outsider', 'Titolare', 'Buona Media', 'Assistman']",40,60,True,False,False,Monza,STABLE,35
STREFEZZA GABRIEL,71,6.97,nd,nd,34,6.97,6.24,21/30,8/11,0/3,TRQ,"['Titolare', 'Assistman']",20,60,False,False,False,Lecce,STABLE,34
ARAMU MATTIA,70,nd,6.80,nd,0,0.00,0.00,21/30,3/5,3/5,TRQ,"['Outsider', 'Titolare', 'Assistman', 'Rigorista']",60,40,False,False,False,Genoa,STABLE,0
DI FRANCESCO FEDERICO,69,6.10,6.72,nd,34,6.10,5.46,11/20,3/5,3/5,TRQ,['Panchinaro'],40,40,False,False,False,Lecce,DOWN,34
