,Giocatore,Miglioramento Stagionale,Gol/Presenze,Base Moltiplicativa,Base Additiva,Live Updates,Punteggio Goduria,Squadra
48,DEFREL GREGOIRE,-0.02113821138211381,0.08428571428571428,23.967735191637633,0.0,-5,18.9135079379911,Sassuolo
79,ZERBIN ALESSIO,0.0,0.0,14.1,0.0,2,18.728881736667468,Napoli
43,LOZANO HIRVING,-0.06300813008130082,0.13666666666666666,25.035121951219512,15.0,-15,17.213764428193738,Napoli
60,REBIC ANTE,-0.08495934959349599,0.1003030303030303,19.23596452328159,3.0,-5,16.160920782778344,Milan
73,PJACA MARKO,-0.006504065040650414,0.06393939393939393,18.229201773835918,4.0,-5,15.876679014374496,Empoli
56,EKUBAN CALEB,-0.23739837398373992,0.09121212121212122,9.69026607538802,0.0,2,13.833777262305828,Genoa
40,YEBOAH KELVIN,-0.2321138211382115,0.06393939393939393,9.095964523281587,0.0,2,13.174062132873784,Genoa
58,LASAGNA KEVIN,0.008536585365853697,0.10333333333333333,25.535934959349596,9.0,-15,12.769700917520996,Verona
82,BRAAF JAYDEN,-0.13577235772357726,0.03666666666666667,8.437560975609754,0.0,2,12.443189430066084,Verona
66,PAVOLETTI LEONARDO,-0.26951219512195135,0.07303030303030303,6.107568366592749,3.0,2,12.356739217736713,Cagliari
85,PULISIC CHRISTIAN,0.0,0.10333333333333333,0.0,11.0,2,12.243589743589743,Milan
45,HENRY THOMAS,-0.021138211382113848,0.08904761904761904,24.649930313588847,7.0,-15,10.119508854557257,Verona
16,LAPADULA GIANLUCA,-0.5284552845528457,0.13666666666666666,-7.251300813008148,18.0,2,10.027486158158933,Cagliari
84,CODA MASSIMO,0.0,0.1003030303030303,0.0,5.0,2,7.2435897435897445,Genoa
70,ALVAREZ AGUSTIN,0.0,0.0,16.5,1.0,-8,6.841762861512118,Sassuolo
54,SUCCESS ISAAC,-0.0264227642276423,0.03666666666666667,19.85560975609756,5.0,-15,3.130820402967448,Udinese
83,PUSCAS GEORGE,0.0,0.06393939393939393,0.0,-1.0,2,2.2435897435897436,Genoa
68,JORGE KAIO,-0.23373983739837406,0.0,3.710569105691052,1.0,-8,-7.355374985252517,Juventus
