,Giocatore,Miglioramento Stagionale,Gol/Presenze,Base Moltiplicativa,Base Additiva,Live Updates,Punteggio Goduria,Squadra
114,VOLPATO CRISTIAN,0.0,0.03666666666666667,15.15,-2.0,2,23.315480371546382,Sassuolo
75,ASLLANI KRISTJAN,-0.020253164556962053,0.03666666666666667,18.66839662447257,5.0,-5,23.217979389032017,Inter
49,HENDERSON LIAM,-0.03417721518987344,0.03666666666666667,20.266793248945145,2.0,-5,23.122050429499133,Empoli
115,NICOLUSSI CAVIGLIA HANS,0.0,0.03666666666666667,14.813333333333333,-2.0,2,22.83017909833253,Salernitana
48,VECINO MATIAS,-0.15569620253164565,0.08428571428571428,15.544086799276666,10.0,-5,22.71432136106533,Lazio
51,HJULMAND MORTEN,0.0,0.0,19.8,8.0,-8,22.633788513003502,Lecce
58,GAGLIARDINI ROBERTO,-0.0,0.03666666666666667,21.546666666666667,-2.0,-5,21.766973793378785,Monza
107,HRUSTIC AJDIN,0.0,0.06999999999999999,17.39,9.0,-8,19.959800190888508,Verona
54,BOVE EDOARDO,-0.11708860759493675,0.0,11.889240506329111,0.0,0,17.138208580001617,Roma
90,DEMME DIEGO,-0.08291139240506337,0.03666666666666667,13.95654008438818,3.0,-5,14.825890345158847,Napoli
91,BAKAYOKO TIEMOUÈ,-0.06455696202531652,0.03666666666666667,14.966033755274259,1.0,-5,14.681064296987575,Milan
97,FRENDRUP MORTEN,-0.3639240506329116,0.1,1.8759493670885958,11.0,2,14.581083323456188,Genoa
94,VIEIRA RONALDO,0.0,0.03666666666666667,18.18,-5.0,-5,14.513961061240273,Torino
104,CRNIGOJ DOMEN,-0.0,0.06393939393939393,17.46909090909091,-4.0,-5,14.289193476218045,Salernitana
87,DEIOLA ALESSANDRO,-0.3107594936708863,0.06999999999999999,3.3174683544303667,7.0,2,13.459016986581641,Cagliari
71,NANDEZ NAHITAN,-0.4069620253164559,0.11,0.1853164556961881,10.0,2,11.344054696418636,Cagliari
105,LULIC KARLO,0.0,0.0,14.399999999999999,0.0,-8,8.449748289177366,Frosinone
103,STROOTMAN KEVIN,-0.4291139240506331,0.06999999999999999,-2.8374683544303894,6.0,2,3.786743853826802,Genoa
82,BADELJ MILAN,-0.42721518987341794,0.06999999999999999,-3.318481012658242,5.0,2,2.2933694316388133,Genoa
119,ILSANKER STEFAN,0.0,0.03666666666666667,0.0,-1.0,2,2.276923076923077,Genoa
100,PORTANOVA MANOLO,-0.33037974683544313,0.0,-1.458227848101271,0.0,2,0.9749037759742416,Genoa
117,ROG MARKO,-0.36962025316455704,0.06999999999999999,0.015189873417717492,-3.0,2,0.6988191113079552,Cagliari
116,TOURE' ABDOULAYE,-0.34367088607594953,0.0,-1.8778481012658303,0.0,2,0.3700258260918279,Genoa
96,MELEGONI FILIPPO,-0.3860759493670888,0.0,-4.562025316455705,0.0,2,-3.4991859166703194,Genoa
113,VIOLA NICHOLAS,-0.54620253164557,0.03666666666666667,-9.429113924050649,3.0,2,-8.115040267493457,Cagliari
118,CASSATA FRANCESCO,-0.7215189873417726,0.03666666666666667,-13.469831223628706,-2.0,2,-17.93968952546118,Genoa
